x,y
2.208436724565757, 0.012857142857142859
2.327543424317618, 0.038571428571428576
2.4267990074441688, 0.08142857142857143
2.4962779156327546, 0.1457142857142857
2.5260545905707197, 0.23571428571428574
2.54590570719603, 0.4285714285714286
2.54590570719603, 0.3385714285714286
2.56575682382134, 0.5314285714285715
2.575682382133995, 0.63
2.58560794044665, 0.7585714285714286
2.6054590570719602, 0.9257142857142857
2.595533498759305, 1.092857142857143
2.6153846153846154, 1.2771428571428571
2.6253101736972706, 1.4871428571428573
2.6253101736972706, 1.6671428571428573
2.6352357320099253, 1.8642857142857143
2.6451612903225805, 2.0442857142857145
2.674937965260546, 2.472857142857143
2.674937965260546, 2.245714285714286
2.694789081885856, 2.64
2.764267990074442, 2.8200000000000003
2.704714640198511, 2.7214285714285715
2.803970223325062, 2.717142857142857
2.8138957816377173, 2.665714285714286
2.833746898263027, 2.592857142857143
2.873449131513648, 2.232857142857143
2.8535980148883375, 2.4
2.9131513647642677, 2.027142857142857
2.9528535980148884, 1.7314285714285715
2.9925558312655087, 1.5471428571428572
3.042183622828784, 1.3414285714285714
3.1116625310173696, 1.1185714285714285
3.1811414392059554, 0.9771428571428572
3.062034739454094, 1.2342857142857144
3.0124069478908186, 1.4528571428571428
2.9826302729528535, 1.6285714285714286
3.2406947890818856, 0.8785714285714287
3.389578163771712, 0.7971428571428572
3.5682382133995034, 0.8142857142857143
3.7568238213399505, 0.9
3.8759305210918114, 0.9814285714285714
4.034739454094293, 1.0414285714285714
4.213399503722084, 1.0885714285714285
4.431761786600497, 1.1185714285714285
4.6600496277915635, 1.1142857142857143
4.86848635235732, 1.0671428571428572
5.0173697270471465, 1.002857142857143
5.156327543424318, 0.9514285714285715
5.315136476426799, 0.8914285714285715
5.503722084367245, 0.8742857142857143
5.6625310173697265, 0.8742857142857143
5.841191066997519, 0.9171428571428571
6.079404466501241, 0.9728571428571429
6.317617866004963, 1.0242857142857142
6.66501240694789, 1.0757142857142858
6.516129032258065, 1.0542857142857143
6.863523573200992, 1.0714285714285714
7.0818858560794045, 1.0414285714285714
7.240694789081886, 1.0242857142857142
7.459057071960298, 1.002857142857143
7.687344913151365, 0.9814285714285714
7.875930521091812, 0.9642857142857143
8.034739454094293, 0.9685714285714286
8.382133995037222, 0.9900000000000001
8.213399503722083, 0.9814285714285714
8.560794044665013, 1.002857142857143
9.176178660049628, 0.9985714285714287
9.00744416873449, 1.002857142857143
8.799007444168733, 1.002857142857143
9.444168734491315, 1.002857142857143
9.612903225806452, 1.002857142857143
9.88089330024814, 1.0071428571428571
